itp_id,espece,famille,nom_latin,type_planche,semaine_semis,semaine_plantation,semaine_implantation_debut,semaine_implantation_fin,semaine_recolte,semaine_recolte_fin,duree_recolte,duree_pepiniere,duree_culture,nb_rangs,espacement_cm,esp_rangs_cm,dose_semis,implantation,forcage,zone_climat,contexte_climatique,statut_validation,actif,source_reference,source_url,source_record_id,source_version,source_licence,derniere_revision,commentaire_agronome,notes
INRAE-MESCLUN-0131,Courge,Cucurbitaceae,Cucurbita maxima,Plein champ,18,,18,27,35,44,10,,119,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne et expertise,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0131,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Courge.,Implantation : Rattrape tardif
INRAE-MESCLUN-0132,Courge,Cucurbitaceae,Cucurbita maxima,Plein champ,,20,20,22,31,44,14,,119,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne et expertise,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0132,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Courge.,
Courge-butternut,Courge butternut,Cucurbitaceae,Cucurbita maxima,,16,20,,,36,,4,,140,1,100,150,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Semis sous abri 6-8 semaines avant plantation. Sol > 18 °C, paillage chaud (BRF, plastique noir). Sensible au mildiou.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Courgette-ete-tardive,Courgette,Cucurbitaceae,Cucurbita pepo,Plein champ,20,24,,,40,,4,,140,1,81,121,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:20:20.025Z, \n [2026-05-14] Courgette : espacement arrondi 81 → 80 cm.,"Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Courgette-printemps,Courgette,Cucurbitaceae,Cucurbita pepo,Plein champ,14,18,,,34,,4,,140,1,81,121,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:20:20.025Z, \n [2026-05-14] Courgette : espacement arrondi 81 → 80 cm.,"Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
Courgette-printemps-serre,Courgette,Cucurbitaceae,Cucurbita pepo,Sous abri,10,14,,,30,,4,28,140,1,81,121,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:20:20.025Z, \n [2026-05-14] Courgette : espacement arrondi 81 → 80 cm.,"Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0133,Courgette,Cucurbitaceae,Cucurbita pepo,Sous abri,,33,33,35,37,46,10,,56,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0133,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Courgette — courgette.,
INRAE-MESCLUN-0134,Courgette,Cucurbitaceae,Cucurbita pepo,Sous abri,,11,11,14,18,27,10,,70,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0134,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Courgette — courgette.,
INRAE-MESCLUN-0135,Courgette,Cucurbitaceae,Cucurbita pepo,Plein champ,,18,18,20,22,31,10,,56,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0135,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Courgette — courgette.,
INRAE-MESCLUN-0136,Courgette,Cucurbitaceae,Cucurbita pepo,Plein champ,,20,20,22,24,33,10,,56,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0136,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Courgette — courgette.,
INRAE-MESCLUN-0137,Courgette,Cucurbitaceae,Cucurbita pepo,Plein champ,22,,22,24,29,37,9,,70,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0137,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Courgette — courgette.,
INRAE-MESCLUN-0138,Courgette,Cucurbitaceae,Cucurbita pepo,Plein champ,27,,27,29,33,42,10,,70,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0138,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Courgette — courgette.,
INRAE-MESCLUN-0139,Crosne,Lamiaceae,Stachys affinis,Plein champ,,5,5,18,44,52,9,,252,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : Ferme Sainte Marthe,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0139,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Crosne.,
Curcuma (safran-pays) — antilles,Curcuma (safran-pays),Zingiberaceae,Curcuma longa,,,16,,,6,,4,,285,,30,,,,,tropical_antilles,,a_revoir,true,,,,,,,,"Plantation aux premières pluies (avril-mai), grossissement sur l'hivernage, récolte en carême. Sols riches et frais, mi-ombre. Même itinéraire que le gingembre, souvent associés au jardin."
Curcuma (safran-pays) — austral,Curcuma (safran-pays),Zingiberaceae,Curcuma longa,,,40,,,26,,6,,270,,30,,,,,tropical_austral,,a_revoir,true,,,,,,,,"Plantation en début de saison humide (octobre), récolte quand le feuillage sèche en hiver austral (juin-juillet). Sol riche, meuble et humide durant la croissance ; assèchement en fin de cycle. Ombrage léger toléré. Se c"
Celeri,Céleri,Apiaceae,Apium graveolens,Plein champ,10,14,,,22,,4,,84,2,30,45,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Pépinière 8-10 semaines puis transplantation après les saintes glaces. Sol riche, humide, drainé.","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0046,Céleri branche,Apiaceae,Apium graveolens,Sous abri,,5,5,7,18,27,10,,119,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0046,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Céleri branche — Céleri branche.,
INRAE-MESCLUN-0047,Céleri branche,Apiaceae,Apium graveolens,Sous abri,,40,40,42,5,16,12,,154,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0047,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Céleri branche — Céleri branche.,
INRAE-MESCLUN-0048,Céleri branche,Apiaceae,Apium graveolens,Plein champ,,20,20,24,31,48,18,,126,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0048,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Céleri branche — Céleri branche.,
INRAE-MESCLUN-0049,Céleri-rave,Apiaceae,Apium graveolens,Plein champ,,16,16,24,33,48,16,,147,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0049,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Céleri rave — Céleri rave.,
INRAE-MESCLUN-0050,Céleri-rave,Apiaceae,Apium graveolens,Plein champ,,18,18,24,33,48,16,,140,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0050,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Céleri rave — Céleri rave.,
Dachine (taro) — antilles,Dachine (taro),Araceae,Colocasia esculenta,,22,,,,12,,6,,270,,70,,,,,tropical_antilles,,a_revoir,true,,,,,,,,"Plantation dès le début de l'hivernage (juin) pour couvrir les besoins en eau élevés ; récolte en fin d'hivernage/début carême. Idéal en zone humide de basse et moyenne altitude, sols riches en matière organique. Irrigat"
Dachine (taro) — austral,Dachine (taro),Araceae,Colocasia esculenta,,40,40,,,18,,8,,240,,60,,,,,tropical_austral,,a_revoir,true,,,,,,,,"Plantation début de saison humide (octobre), récolte en début d'hiver austral (mai). Exige de l'eau en permanence : bas-fonds, bord de rivière ou irrigation. Les feuilles servent aussi de brède. Sensible au dépérissement"
Dachine (taro) — equatorial,Dachine (taro),Araceae,Colocasia esculenta,,14,14,,,50,,8,,245,,70,,,,,equatorial,,a_revoir,true,,,,,,,,"Plantation à l'entrée de la grande saison des pluies (avril) pour couvrir les besoins hydriques élevés ; récolte au retour des pluies suivant (décembre). Idéal en bas-fond humide ou bordure de crique. Sans irrigation, év"
INRAE-MESCLUN-0141,Endive,Asteraceae,Cichorium intybus,Plein champ,16,,16,20,40,44,5,,168,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0141,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Endive — Endive précoces.,"Récolte : Après récolte en champ, c'est pendant la période de forçage qui succède que l'endive est commercialisable. Ici la période de forçage a lieu de semaine 44 à 3."
INRAE-MESCLUN-0142,Endive,Asteraceae,Cichorium intybus,Plein champ,20,,20,22,44,48,5,,175,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0142,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Endive — Endive saison.,"Récolte : Après récolte en champ, c'est pendant la période de forçage qui succède que l'endive est commercialisable. Ici la période de forçage a lieu de semaine 50 à 11."
INRAE-MESCLUN-0143,Endive,Asteraceae,Cichorium intybus,Plein champ,20,,20,24,44,50,7,,175,,,,,Semis,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0143,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Endive — Endive Tardive.,"Récolte : Après récolte en champ, c'est pendant la période de forçage qui succède que l'endive est commercialisable. Ici la période de forçage a lieu de semaine 9 à 20."
Fenouil-ete,Fenouil,Apiaceae,,Plein champ,29,33,,,41,,4,,84,2,35,52,,,,,,a_revoir,true,ITAB Guides Légumes Bio (T1+T2) ; semencemag.fr (SNHF) ; Semailles densités semis,,,,,2026-05-15T14:00:05.379Z,"Plant repiqué tardif. Sol > 15 °C, exposition plein sud. Récolte des bulbes formés (cucurbitacée tardive).","Adapté climat France \n Source: ITAB, Standard Climat France (Valable 2026)"
INRAE-MESCLUN-0153,Fenouil,Apiaceae,,Sous abri,,9,9,11,20,24,5,,84,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0153,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
INRAE-MESCLUN-0154,Fenouil,Apiaceae,,Sous abri,,5,5,7,16,20,5,,84,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0154,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
INRAE-MESCLUN-0155,Fenouil,Apiaceae,,Sous abri,,9,9,11,20,24,5,,84,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0155,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
INRAE-MESCLUN-0156,Fenouil,Apiaceae,,Sous abri,,37,37,40,7,14,8,,168,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0156,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
INRAE-MESCLUN-0157,Fenouil,Apiaceae,,Plein champ,,14,14,16,24,29,6,,84,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0157,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
INRAE-MESCLUN-0158,Fenouil,Apiaceae,,Plein champ,,18,18,20,29,33,5,,84,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0158,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
INRAE-MESCLUN-0159,Fenouil,Apiaceae,,Plein champ,,22,22,24,33,37,5,,84,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0159,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
INRAE-MESCLUN-0160,Fenouil,Apiaceae,,Plein champ,,27,27,29,37,42,6,,84,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0160,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
INRAE-MESCLUN-0161,Fenouil,Apiaceae,,Plein champ,,31,31,33,42,46,5,,84,,,,,Plantation,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0161,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fenouil — Fenouil.,
Fraise d'altitude — antilles,Fraise d'altitude,Rosaceae,Fragaria x ananassa,,,40,,,2,,10,,100,,30,,,,,tropical_antilles,,a_revoir,true,,,,,,,,"À réserver aux zones d'altitude (Morne-Rouge / flancs de la Pelée en Martinique, hauteurs de Basse-Terre en Guadeloupe, > 400-500 m). Plantation des plants en début de carême (oct., sem. 40) ; la fructification profite d"
Fraise d'altitude — austral,Fraise d'altitude,Rosaceae,Fragaria x ananassa,,,14,,,38,,10,,150,,30,,,,,tropical_austral,,a_revoir,true,,,,,,,,"Plantation des stolons en automne austral (avril, S14), pendant la fraîcheur qui favorise l'enracinement et l'induction florale. Récolte au printemps austral (septembre-novembre, pic S38). RÉSERVÉE À L'ALTITUDE >1000 m ("
INRAE-MESCLUN-0166,Fraisier,Rosaceae,Fragaria × ananassa,Plein champ,,27,27,31,14,31,18,,322,,,,,Plantation,true,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche) et expertise,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0166,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Fraise.,Implantation : Stolon \n Récolte : Récolte qui peut s'échelonner sur la période selon variétés
